"name","state","Month","Year","fips","DataHubPresence","SurroundingTheBay","monthBan","yearBan","monthTax","yearTax","PIC","TN","TOC","TON","Ban","Tax","Evap_tavg","Qs_tavg","Rainf_f_tavg","Tair_f_tavg"
"Caroline County","MD",1,2021,24011,1,1,NA,NA,NA,NA,0.03,1.956,NA,0.395,0,0,1.5168549301355e-05,2.85214026815892e-06,1.8218458838722e-05,275.590630425347
"Caroline County","MD",1,2022,24011,1,1,NA,NA,NA,NA,0.03,1.9588,NA,0.541,0,0,1.71136517666229e-05,2.1451730087089e-06,4.35919913191659e-05,273.837951660156
"Caroline County","MD",2,2011,24011,1,1,NA,NA,NA,NA,NA,1.995,NA,0.287,0,0,1.75875023463353e-05,8.21419424331301e-07,2.13778920523408e-05,275.904629177517
"Caroline County","MD",2,2012,24011,1,1,NA,NA,NA,NA,0.03,1.937,2.75325,0.281,0,0,2.11720188316475e-05,7.20658925325147e-07,1.76508229843522e-05,278.266682942708
"Caroline County","MD",2,2013,24011,1,1,NA,NA,NA,NA,0.03,2.131975,3.297,0.39545,0,0,1.89677353369512e-05,4.2726757732857e-06,3.64671145184224e-05,274.972025553385
"Caroline County","MD",2,2014,24011,1,1,NA,NA,NA,NA,NA,1.641,NA,0.344,0,0,1.78270315195227e-05,6.98678225793022e-06,4.32766064477619e-05,273.676364474826
"Caroline County","MD",2,2015,24011,1,1,NA,NA,NA,NA,0.0365,1.96633333333333,5.86066666666667,0.335,0,0,1.68889958634585e-05,2.00624923410133e-06,3.03414203194229e-05,269.740091959635
"Caroline County","MD",2,2016,24011,1,1,NA,NA,NA,NA,0.03,1.84633333333333,6.72,0.632,0,0,1.91131603060057e-05,3.32101528025911e-06,4.09979333603082e-05,276.110222710503
"Caroline County","MD",2,2017,24011,1,1,NA,NA,NA,NA,0.073,2.12266666666667,3.272,0.263,0,0,1.91600002936967e-05,1.69193049891368e-07,1.10469075783233e-05,279.447472466363
"Caroline County","MD",2,2018,24011,1,1,NA,NA,NA,NA,0.03,1.7245,NA,0.487,0,0,1.66452090424072e-05,5.44809917199826e-06,5.82782397234243e-05,278.46917046441
"Caroline County","MD",2,2019,24011,1,1,NA,NA,NA,NA,0.03,2.01966666666667,NA,0.694,0,0,1.99595498189511e-05,7.39728506636715e-06,4.17395854633974e-05,275.681477864583
"Caroline County","MD",2,2020,24011,1,1,NA,NA,NA,NA,0.03,2.153,NA,0.187,0,0,2.0690352054468e-05,2.47061727047064e-06,4.16345638869744e-05,278.739247639974
"Caroline County","MD",2,2021,24011,1,1,NA,NA,NA,NA,0.03,2.09666666666667,NA,0.317,0,0,1.91195827533698e-05,7.43368157903509e-06,4.88482231351857e-05,274.381215413411
"Caroline County","MD",2,2022,24011,1,1,NA,NA,NA,NA,0.03,2.081,NA,0.205,0,0,1.81110359941764e-05,5.00021125541631e-07,1.86216548172524e-05,276.777954101562
"Caroline County","MD",3,2010,24011,1,1,NA,NA,NA,NA,NA,1.481,NA,0.245,0,0,3.13011441903654e-05,1.88971357096711e-05,6.02090452351452e-05,281.055413140191
"Caroline County","MD",3,2011,24011,1,1,NA,NA,NA,NA,NA,1.6,NA,0.392,0,0,2.81851086280464e-05,5.03578813651176e-06,5.20519501555504e-05,279.519744873047
"Caroline County","MD",3,2012,24011,1,1,NA,NA,NA,NA,0.03,1.697,5.932875,0.398,0,0,3.13282370269816e-05,2.49973956872256e-06,2.64740633105652e-05,284.18155585395
"Caroline County","MD",3,2013,24011,1,1,NA,NA,NA,NA,0.03,2.0715,5.901,0.374,0,0,2.81678545030041e-05,4.17544672220376e-06,2.93200468553955e-05,277.060560438368
"Caroline County","MD",3,2014,24011,1,1,NA,NA,NA,NA,NA,1.851,NA,0.408,0,0,2.66959361599422e-05,9.23050083656562e-06,5.04517475848034e-05,276.043935139974
"Caroline County","MD",3,2015,24011,1,1,NA,NA,NA,NA,0.03,1.78633333333333,6.26025,0.527,0,0,2.67761956315048e-05,5.25522164530735e-06,4.0615380081969e-05,276.57140774197
"Caroline County","MD",3,2016,24011,1,1,NA,NA,NA,NA,0.03,1.9025,4.107,0.441,0,0,3.43675573175359e-05,1.60720565468687e-06,2.30630258657685e-05,282.451500786675
"Caroline County","MD",3,2017,24011,1,1,NA,NA,NA,NA,0.03,1.69275,7.438,0.209,0,0,2.80013931236075e-05,3.6446770081966e-06,3.31590138860823e-05,278.980600992839
"Caroline County","MD",3,2018,24011,1,1,NA,NA,NA,NA,0.03,2.01566666666667,NA,0.339,0,0,2.55232124699331e-05,4.46862355197987e-06,3.45928945332869e-05,277.198194715712
"Caroline County","MD",3,2019,24011,1,1,NA,NA,NA,NA,0.03,1.63766666666667,NA,0.524,0,0,3.19617368707744e-05,1.18155054830519e-05,4.10388561754694e-05,278.367448594835
"Caroline County","MD",3,2020,24011,1,1,NA,NA,NA,NA,0.03,1.9315,NA,NA,0,0,3.01421868142724e-05,1.89892763400066e-06,4.09394269809127e-05,282.393873426649
"Caroline County","MD",3,2021,24011,1,1,NA,NA,NA,NA,0.0375,2.04766666666667,NA,0.511,0,0,3.6038149119122e-05,1.00574816820477e-05,4.38543182907678e-05,280.989003499349
"Caroline County","MD",3,2022,24011,1,1,NA,NA,NA,NA,0.06,1.72333333333333,NA,0.267,0,0,2.47047319135163e-05,2.74689485498432e-06,3.4008833204603e-05,281.246270073785
"Caroline County","MD",4,2010,24011,1,1,NA,NA,NA,NA,NA,2.169,NA,0.491,0,0,5.57140592718497e-05,3.47723286924722e-06,1.74148862141818e-05,286.877000596788
"Caroline County","MD",4,2011,24011,1,1,NA,NA,NA,NA,NA,1.93,NA,0.689,0,0,4.52597810686307e-05,2.72305333560831e-06,4.26302592839218e-05,286.379604763455
"Caroline County","MD",4,2012,24011,1,1,NA,NA,NA,NA,0.03,2.008,4.5795,0.659,0,0,3.58587923175138e-05,3.93757934741896e-06,2.8522458402828e-05,285.685051812066
"Caroline County","MD",4,2013,24011,1,1,NA,NA,NA,NA,0.03,1.716,5.685,0.663,0,0,4.81551853428957e-05,5.26699113834184e-06,4.41258820905609e-05,285.033962673611
"Caroline County","MD",4,2014,24011,1,1,NA,NA,NA,NA,0.03,1.727,6.22275,0.4,0,0,4.93927141683849e-05,3.37391265424635e-06,3.2167102795534e-05,283.9111328125
"Caroline County","MD",4,2015,24011,1,1,NA,NA,NA,NA,0.03,1.7596,8.44425,0.364,0,0,5.18114728846639e-05,3.90766480349056e-06,3.12840626672065e-05,285.252733018663
"Caroline County","MD",4,2016,24011,1,1,NA,NA,NA,NA,0.03,1.4965,3.91875,0.44,0,0,4.181548380681e-05,2.05091587051558e-06,2.56264328426268e-05,284.724022759332
"Caroline County","MD",4,2017,24011,1,1,NA,NA,NA,NA,0.03,1.98725,7.68325,0.46,0,0,3.87994166683509e-05,2.69913646712262e-06,3.30178172589513e-05,287.753746880425
"Caroline County","MD",4,2018,24011,1,1,NA,NA,NA,NA,0.03,1.855,NA,0.345,0,0,3.97249479849254e-05,5.356233183799e-06,3.59638122770573e-05,283.331129286024
"Caroline County","MD",4,2019,24011,1,1,NA,NA,NA,NA,0.0385,2.14033333333333,NA,0.425,0,0,5.5322443788302e-05,5.28175890697942e-06,4.10140306080898e-05,287.147325303819
"Caroline County","MD",4,2020,24011,1,1,NA,NA,NA,NA,0.03,2.05866666666667,NA,NA,0,0,4.26534501861574e-05,3.7817240657508e-06,4.00388109685284e-05,283.923265245226
"Caroline County","MD",4,2021,24011,1,1,NA,NA,NA,NA,0.03,1.808,NA,0.534,0,0,4.91637777789341e-05,3.47248768169569e-06,2.53384290166044e-05,285.609639485677
"Caroline County","MD",4,2022,24011,1,1,NA,NA,NA,NA,0.06,1.9464,NA,1.326,0,0,4.08765182429407e-05,7.31756118612894e-06,4.59822193887602e-05,284.866638183594
"Caroline County","MD",5,2010,24011,1,1,NA,NA,NA,NA,NA,2.043,NA,0.404,0,0,5.71753217728757e-05,1.25418359352302e-06,2.52339804218435e-05,291.425381130642
"Caroline County","MD",5,2011,24011,1,1,NA,NA,NA,NA,NA,1.788,NA,0.329,0,0,5.20234482084763e-05,1.85968591242474e-06,2.47975155313422e-05,291.675252278646
"Caroline County","MD",5,2012,24011,1,1,NA,NA,NA,NA,0.03,1.606,4.33425,0.385,0,0,5.02118612833632e-05,9.70871067491114e-07,2.90853992434374e-05,292.474331325955
"Caroline County","MD",5,2013,24011,1,1,NA,NA,NA,NA,0.03,1.74866666666667,6.50625,0.541,0,0,5.55398688043675e-05,2.05834646749281e-06,2.7620411250003e-05,289.784257676866
"Caroline County","MD",5,2014,24011,1,1,NA,NA,NA,NA,0.03,1.91733333333333,6.4875,0.545,0,0,5.87391821479994e-05,6.70907300243723e-06,5.08770293284518e-05,290.971967909071
"Caroline County","MD",5,2015,24011,1,1,NA,NA,NA,NA,0.03,1.932,5.916375,0.539,0,0,5.52176841463531e-05,1.42766486987966e-06,2.53440397904746e-05,292.065087212457
"Caroline County","MD",5,2016,24011,1,1,NA,NA,NA,NA,0.03,2.155,7.79425,1.499,0,0,4.41973489715666e-05,1.12138272419947e-05,5.90516707840531e-05,288.766899956597
"Caroline County","MD",5,2017,24011,1,1,NA,NA,NA,NA,0.03,2.1322,8.859375,0.539,0,0,5.31801031482044e-05,5.00205149162664e-06,5.36538941054864e-05,290.187923855252
"Caroline County","MD",5,2018,24011,1,1,NA,NA,NA,NA,0.0325,2.05233333333333,NA,0.398,0,0,5.72022678776799e-05,7.60807698599011e-06,8.77863672536073e-05,292.674628363715
"Caroline County","MD",5,2019,24011,1,1,NA,NA,NA,NA,0.03,2.11666666666667,NA,0.744,0,0,6.10159133632098e-05,3.94441329060808e-06,4.76048917334992e-05,292.209537082248
"Caroline County","MD",5,2020,24011,1,1,NA,NA,NA,NA,0.03,2.20566666666667,NA,NA,0,0,5.26623710660109e-05,3.33869724676737e-06,2.80972686191995e-05,288.555464002821
"Caroline County","MD",5,2021,24011,1,1,NA,NA,NA,NA,0.03,1.887,NA,0.343,0,0,5.51398892033224e-05,3.18197693458286e-06,2.79827434294728e-05,290.628746880425
"Caroline County","MD",5,2022,24011,1,1,NA,NA,NA,NA,0.06,1.987,NA,0.424,0,0,5.06293072248809e-05,2.44238429382272e-06,4.44996989649048e-05,290.577151828342
"Caroline County","MD",6,2010,24011,1,1,NA,NA,NA,NA,NA,1.776,NA,0.443,0,0,6.35968374101342e-05,9.44761982029579e-07,2.33139673784737e-05,298.518351236979
"Caroline County","MD",6,2011,24011,1,1,NA,NA,NA,NA,NA,2.011,NA,0.351,0,0,5.75522046549142e-05,9.65701360655657e-07,3.2399051835657e-05,297.344160291884
"Caroline County","MD",6,2012,24011,1,1,NA,NA,NA,NA,0.076,1.646,4.833,0.422,0,0,5.0714118212151e-05,1.9764144604374e-06,1.85944382893568e-05,296.04929945204
"Caroline County","MD",6,2013,24011,1,1,NA,NA,NA,NA,0.03775,1.8818,9.6115,0.781,0,0,6.6390169700349e-05,1.50809049349239e-05,9.46806378326275e-05,295.9189453125
"Caroline County","MD",6,2014,24011,1,1,NA,NA,NA,NA,0.03,1.77333333333333,4.29525,0.491,0,0,6.37483066788668e-05,1.81857802140763e-06,3.04706811423077e-05,295.566297743056
"Caroline County","MD",6,2015,24011,1,1,NA,NA,NA,NA,0.03,2.27466666666667,6.806625,0.61,0,0,6.13141306126232e-05,7.40334427165281e-06,6.71606273196327e-05,296.229051378038
"Caroline County","MD",6,2016,24011,1,1,NA,NA,NA,NA,0.03,1.89525,5.337,0.795,0,0,6.63594190781522e-05,1.93241116145752e-06,3.89539503278987e-05,295.384660508898
"Caroline County","MD",6,2017,24011,1,1,NA,NA,NA,NA,0.03,2.1105,5.6055,0.402,0,0,6.14174908453909e-05,1.47990984563269e-06,2.5371482681496e-05,296.334913465712
"Caroline County","MD",6,2018,24011,1,1,NA,NA,NA,NA,0.03,2.0765,NA,0.601,0,0,6.3184366606745e-05,3.62969861574432e-06,3.4143723395472e-05,295.450578477648
"Caroline County","MD",6,2019,24011,1,1,NA,NA,NA,NA,0.03,1.96,NA,0.355,0,0,6.8972439395212e-05,3.0104541161159e-06,4.39450967759411e-05,296.188171386719
"Caroline County","MD",6,2020,24011,1,1,NA,NA,NA,NA,0.03,1.966,NA,0.443,0,0,5.84638837608509e-05,5.253105967995e-07,2.46379473133452e-05,296.165713840061
"Caroline County","MD",6,2021,24011,1,1,NA,NA,NA,NA,0.03,3.4625,NA,0.363,0,0,6.0192678372712e-05,1.31694773446927e-06,3.33946518367156e-05,295.93120320638
"Caroline County","MD",6,2022,24011,1,1,NA,NA,NA,NA,0.06,1.66033333333333,NA,0.373,0,0,6.41788881491973e-05,3.78521278637183e-06,4.02311856709679e-05,296.450293646918
"Caroline County","MD",7,2010,24011,1,1,NA,NA,NA,NA,NA,1.748,NA,0.401,0,0,5.20504836458713e-05,4.98127580309908e-06,4.75188915313791e-05,300.101609971788
"Caroline County","MD",7,2011,24011,1,1,NA,NA,NA,NA,NA,2.298,NA,0.434,0,0,4.98843449652971e-05,1.15401175864665e-06,3.04203519287209e-05,300.314073350694
"Caroline County","MD",7,2012,24011,1,1,NA,NA,NA,NA,0.03,1.708,4.2015,0.446,0,0,4.18887656350206e-05,9.18215827520423e-07,3.579726156507e-05,300.796393500434
"Caroline County","MD",7,2013,24011,1,1,NA,NA,NA,NA,0.03,2.016,7.665,0.527,0,0,6.27940017794673e-05,3.54908466862172e-06,4.50826272653002e-05,298.682271321615
"Caroline County","MD",7,2014,24011,1,1,NA,NA,NA,NA,0.03,1.75853333333333,6.3675,0.3638,0,0,6.9334216176584e-05,1.82388002182658e-06,4.64981987736084e-05,297.759026421441
"Caroline County","MD",7,2015,24011,1,1,NA,NA,NA,NA,0.03,1.85066666666667,5.197875,0.755,0,0,5.87294869344785e-05,1.50607206705899e-06,2.94873277905733e-05,298.217308892144
"Caroline County","MD",7,2016,24011,1,1,NA,NA,NA,NA,0.03,1.658,6.05025,0.49,0,0,6.06390838381938e-05,2.5514157565946e-06,3.76268285941074e-05,299.619784884983
"Caroline County","MD",7,2017,24011,1,1,NA,NA,NA,NA,0.03,1.69866666666667,4.268625,0.318,0,0,5.11920516146347e-05,6.99690048754241e-06,7.16613204632368e-05,299.433095296224
"Caroline County","MD",7,2018,24011,1,1,NA,NA,NA,NA,0.03,2.054,NA,0.32,0,0,5.74825070442684e-05,3.31295427713485e-06,4.33602201357846e-05,298.552276611328
"Caroline County","MD",7,2019,24011,1,1,NA,NA,NA,NA,0.03,2.047,NA,0.671,0,0,6.88342770445161e-05,2.38929819968487e-06,3.53315780456695e-05,300.092922634549
"Caroline County","MD",7,2020,24011,1,1,NA,NA,NA,NA,0.03,2.22866666666667,NA,0.464,0,0,5.62722937805423e-05,5.84766879304273e-06,5.74539917579386e-05,300.544111463759
"Caroline County","MD",7,2021,24011,1,1,NA,NA,NA,NA,0.03,1.91533333333333,NA,NA,0,0,5.80516567020418e-05,2.86944262168415e-06,4.03097445895481e-05,299.453989664714
"Caroline County","MD",7,2022,24011,1,1,NA,NA,NA,NA,0.06,1.45516666666667,NA,0.372,0,0,5.47617164556868e-05,1.41855742994166e-06,4.08664256812901e-05,299.666212293837
"Caroline County","MD",8,2010,24011,1,1,NA,NA,NA,NA,NA,2.14,NA,0.296,0,0,3.83714306937893e-05,1.63157388518205e-06,3.0830376797692e-05,298.540279812283
"Caroline County","MD",8,2011,24011,1,1,NA,NA,NA,NA,NA,1.527,NA,0.63,0,0,4.57577047604395e-05,3.57209387907965e-05,0.000129641059579121,298.439666748047
"Caroline County","MD",8,2012,24011,1,1,NA,NA,NA,NA,0.03,1.504,3.672,0.42,0,0,3.27455489039292e-05,6.72550678852228e-06,7.0674022329816e-05,298.453392876519
"Caroline County","MD",8,2013,24011,1,1,NA,NA,NA,NA,0.03,1.7755,5.325,0.4,0,0,5.36951819311879e-05,4.10063618498195e-06,4.15966428085489e-05,296.379116482205
"Caroline County","MD",8,2014,24011,1,1,NA,NA,NA,NA,0.03,1.67372,3.94875,0.3488,0,0,4.75091312384595e-05,7.90606185950714e-07,2.75723276798898e-05,296.43303765191
"Caroline County","MD",8,2015,24011,1,1,NA,NA,NA,NA,0.03,1.724,3.38025,0.301,0,0,4.75697242008108e-05,2.6233463156839e-06,2.73751906610818e-05,298.063469780816
"Caroline County","MD",8,2016,24011,1,1,NA,NA,NA,NA,0.03,1.64433333333333,6.11625,0.349,0,0,4.85381375862441e-05,2.05482537138677e-06,3.48009456906261e-05,299.777530246311
"Caroline County","MD",8,2017,24011,1,1,NA,NA,NA,NA,0.03,1.75233333333333,5.61975,0.3,0,0,5.47715369773666e-05,6.72992337058531e-06,7.1622043227156e-05,296.821282280816
"Caroline County","MD",8,2018,24011,1,1,NA,NA,NA,NA,0.03,2.167,NA,0.467,0,0,5.2684535654003e-05,1.37868342006995e-06,2.93508318362809e-05,298.953030056424
"Caroline County","MD",8,2019,24011,1,1,NA,NA,NA,NA,0.085,2.026,NA,0.44,0,0,4.82309862693203e-05,2.24702382133223e-06,3.68339525367547e-05,298.690151638455
"Caroline County","MD",8,2020,24011,1,1,NA,NA,NA,NA,0.03,1.59433333333333,NA,0.579,0,0,5.45284650191509e-05,1.07183841464575e-05,9.69450637866329e-05,298.398617214627
"Caroline County","MD",8,2021,24011,1,1,NA,NA,NA,NA,0.03,1.77,NA,0.278,0,0,5.04818910687593e-05,3.06385916499292e-06,6.53058369708661e-05,299.004221598307
"Caroline County","MD",8,2022,24011,1,1,NA,NA,NA,NA,0.06,1.73333333333333,NA,0.494,0,0,4.49948933641685e-05,2.33616838664198e-06,3.80956064165932e-05,299.451066758898
"Caroline County","MD",9,2010,24011,1,1,NA,NA,NA,NA,NA,2.255,NA,0.391,0,0,1.26337491160989e-05,2.34531872441342e-07,9.21490412666673e-06,296.058468288845
"Caroline County","MD",9,2011,24011,1,1,NA,NA,NA,NA,NA,1.774,NA,0.64,0,0,3.74968440155499e-05,2.48014521275763e-06,4.08216910727788e-05,294.653401692708
"Caroline County","MD",9,2012,24011,1,1,NA,NA,NA,NA,0.03,1.582,3.2445,0.346,0,0,3.98915075897498e-05,1.8093014533507e-06,3.3348698303194e-05,294.655459933811
"Caroline County","MD",9,2013,24011,1,1,NA,NA,NA,NA,0.03,2.039225,3.122625,0.35345,0,0,3.98924033409761e-05,1.90238721289562e-06,1.92348610047096e-05,293.632619222005
"Caroline County","MD",9,2014,24011,1,1,NA,NA,NA,NA,0.03,1.8075,3.14775,0.331,0,0,3.23117623742696e-05,1.89737727396277e-06,3.93904010707047e-05,294.722154405382
"Caroline County","MD",9,2015,24011,1,1,NA,NA,NA,NA,0.03,2.01025,4.4184375,0.523,0,0,2.79074809239117e-05,1.77524436316566e-06,3.43900089016339e-05,296.100416395399
"Caroline County","MD",9,2016,24011,1,1,NA,NA,NA,NA,0.0316666666666667,2.1714,7.2981,0.184,0,0,2.56413265257531e-05,8.2738655085753e-06,8.05827464015844e-05,296.336707221137
"Caroline County","MD",9,2017,24011,1,1,NA,NA,NA,NA,0.03,1.4245,5.562,0.537,0,0,4.1621012415918e-05,3.82597287777268e-06,1.77174562041829e-05,294.766811794705
"Caroline County","MD",9,2018,24011,1,1,NA,NA,NA,NA,0.03,1.9245,NA,0.461,0,0,4.44607940153219e-05,8.18723659297878e-06,8.56088129997564e-05,296.619354248047
"Caroline County","MD",9,2019,24011,1,1,NA,NA,NA,NA,0.03,1.4315,NA,0.355,0,0,2.10403763453036e-05,3.43895956057673e-07,1.09527047445428e-05,296.37686835395
"Caroline County","MD",9,2020,24011,1,1,NA,NA,NA,NA,0.03,1.715,NA,0.733,0,0,4.3317926206833e-05,4.78410091394229e-06,4.8249574724145e-05,294.015845404731
"Caroline County","MD",9,2021,24011,1,1,NA,NA,NA,NA,0.03,1.4385,NA,0.557,0,0,4.7913598488473e-05,2.89757955821794e-06,5.13483258449317e-05,295.836351182726
"Caroline County","MD",9,2022,24011,1,1,NA,NA,NA,NA,0.06,1.4565,NA,0.477,0,0,2.48976779807385e-05,1.53410083688262e-06,2.44350105478791e-05,295.412451850043
"Caroline County","MD",10,2010,24011,1,1,NA,NA,NA,NA,NA,2.304,NA,0.326,0,0,2.56834830199498e-05,1.97978858219964e-05,8.30030338774021e-05,288.534461127387
"Caroline County","MD",10,2011,24011,1,1,NA,NA,NA,NA,0.03,1.931,4.30125,0.396,0,0,2.55334129582884e-05,1.61641653701534e-06,2.53180925129628e-05,287.883999294705
"Caroline County","MD",10,2012,24011,1,1,NA,NA,NA,NA,0.034,1.2525,6.16266666666667,0.366,0,0,1.94225022925012e-05,1.89882905235411e-05,8.22689924259774e-05,288.942942301432
"Caroline County","MD",10,2013,24011,1,1,NA,NA,NA,NA,0.03,2.01096666666667,3.444,0.24645,0,0,2.22129280397591e-05,4.34087198502513e-06,3.96763943071063e-05,289.144270155165
"Caroline County","MD",10,2014,24011,1,1,NA,NA,NA,NA,0.03,1.602,3.2145,0.371,0,0,2.24780115887471e-05,2.84403384082705e-06,3.05718695017276e-05,289.392164442274
"Caroline County","MD",10,2015,24011,1,1,NA,NA,NA,NA,0.03,1.831,7.515,0.634,0,0,2.22000950695171e-05,3.43962430330672e-06,4.40342515099069e-05,288.092010498047
"Caroline County","MD",10,2016,24011,1,1,NA,NA,NA,NA,0.03,1.75766666666667,7.316625,0.468,0,0,2.70145950101626e-05,4.21282548914961e-06,2.91633914457634e-05,289.300299750434
"Caroline County","MD",10,2017,24011,1,1,NA,NA,NA,NA,0.03,1.83125,NA,0.172,0,0,1.80994835924745e-05,3.80526044965437e-06,3.08818992683276e-05,291.099056667752
"Caroline County","MD",10,2018,24011,1,1,NA,NA,NA,NA,0.03,1.989,NA,0.489,0,0,2.88942574115936e-05,9.23866233885443e-06,4.84765453923804e-05,289.258070203993
"Caroline County","MD",10,2019,24011,1,1,NA,NA,NA,NA,0.03,1.88675,NA,0.46,0,0,1.33866027075176e-05,3.49302950376619e-06,3.55930015858677e-05,290.401377360026
"Caroline County","MD",10,2020,24011,1,1,NA,NA,NA,NA,0.03,1.84075,NA,0.101,0,0,2.5598661927183e-05,5.42368224564092e-06,4.50208068893213e-05,289.678805881076
"Caroline County","MD",10,2021,24011,1,1,NA,NA,NA,NA,0.03,1.9922,NA,0.289,0,0,2.10762559112886e-05,1.88181052054561e-06,2.25636473866568e-05,291.589050292969
"Caroline County","MD",10,2022,24011,1,1,NA,NA,NA,NA,NA,1.912,NA,0.615,0,0,1.56537475454065e-05,6.04121983845592e-07,2.06785928943039e-05,287.249633789062
"Caroline County","MD",11,2010,24011,1,1,NA,NA,NA,NA,NA,2.093,NA,0.663,0,0,1.13567916236611e-05,1.35949246290086e-06,1.53009404534209e-05,282.01651679145
"Caroline County","MD",11,2011,24011,1,1,NA,NA,NA,NA,0.03,2.12,3.18,0.422,0,0,1.63309201121188e-05,2.87233057052718e-06,3.62421685875031e-05,284.029859754774
"Caroline County","MD",11,2012,24011,1,1,NA,NA,NA,NA,0.03,1.93933333333333,5.821125,0.335,0,0,1.69601706956099e-05,5.86486701574055e-07,1.37673144611957e-05,279.729766845703
"Caroline County","MD",11,2013,24011,1,1,NA,NA,NA,NA,0.03,1.83425,4.10175,0.263,0,0,1.2443298550756e-05,2.87333076206172e-06,3.39741337585211e-05,281.113840738932
"Caroline County","MD",11,2014,24011,1,1,NA,NA,NA,NA,0.03,1.402,5.0325,0.259,0,0,1.60707996757184e-05,3.36484001511255e-06,4.60931086207792e-05,280.356068929036
"Caroline County","MD",11,2015,24011,1,1,NA,NA,NA,NA,0.03,1.51966666666667,3.339,0.396,0,0,1.44683906708249e-05,1.67974303622032e-06,2.46891767245769e-05,285.196166992188
"Caroline County","MD",11,2016,24011,1,1,NA,NA,NA,NA,0.03,1.933,3.10725,0.248,0,0,8.10623623692663e-06,3.76243463051651e-07,6.3071708811751e-06,282.916269938151
"Caroline County","MD",11,2017,24011,1,1,NA,NA,NA,NA,0.03,1.78866666666667,NA,0.216,0,0,1.53615201270441e-05,8.70074435018372e-07,1.9234176458364e-05,282.392323811849
"Caroline County","MD",11,2018,24011,1,1,NA,NA,NA,NA,0.0625,1.691,NA,0.814,0,0,2.20103380949392e-05,1.13400879450233e-05,7.09305491505398e-05,280.925760904948
"Caroline County","MD",11,2019,24011,1,1,NA,NA,NA,NA,0.03,1.614,NA,0.268,0,0,1.69119812198915e-05,1.0437605940044e-06,2.88441541569126e-05,281.010036892361
"Caroline County","MD",11,2020,24011,1,1,NA,NA,NA,NA,0.03,1.62275,NA,0.272,0,0,2.38624066292282e-05,6.03379683323308e-06,4.17265069295859e-05,284.702579074436
"Caroline County","MD",11,2021,24011,1,1,NA,NA,NA,NA,0.03,1.6075,NA,0.285,0,0,1.06993669154084e-05,5.1596344974314e-07,8.68536254630372e-06,282.139272054036
"Caroline County","MD",11,2022,24011,1,1,NA,NA,NA,NA,NA,1.381,NA,0.18,0,0,8.86671215185844e-06,1.59463607158412e-06,1.94209207822698e-05,284.233927408854
"Caroline County","MD",12,2010,24011,1,1,NA,NA,NA,NA,NA,1.844,NA,0.294,0,0,1.20939348562388e-05,8.36129016887652e-07,2.25168912745883e-05,273.169430202908
"Caroline County","MD",12,2011,24011,1,1,NA,NA,NA,NA,0.03,1.979,9.4575,0.307,0,0,1.4847949488386e-05,4.2097107476972e-06,3.68209665692929e-05,279.726657443576
"Caroline County","MD",12,2012,24011,1,1,NA,NA,NA,NA,0.03,1.975,3.282,0.152,0,0,1.41703071171327e-05,5.3028383162099e-06,5.00539350064678e-05,279.631517198351
"Caroline County","MD",12,2013,24011,1,1,NA,NA,NA,NA,NA,1.928,NA,0.687,0,0,1.29563066164135e-05,4.19495275612765e-06,4.91295864372255e-05,277.544253879123
"Caroline County","MD",12,2014,24011,1,1,NA,NA,NA,NA,0.03,2.03,4.592625,0.567,0,0,1.18584923459113e-05,2.57021434259109e-06,3.85661898892269e-05,278.088619656033
"Caroline County","MD",12,2015,24011,1,1,NA,NA,NA,NA,0.03,1.8515,3.654,0.282,0,0,1.1068113053625e-05,3.38566410896925e-06,5.11059349971927e-05,283.54253133138
"Caroline County","MD",12,2016,24011,1,1,NA,NA,NA,NA,0.0365,1.87633333333333,3.81933333333333,0.174,0,0,1.40059517232455e-05,1.88427232690932e-06,2.91502842123413e-05,277.466132269965
"Caroline County","MD",12,2017,24011,1,1,NA,NA,NA,NA,0.03,2.0425,NA,0.278,0,0,1.01678419418426e-05,1.93197223552488e-07,1.44544788377566e-05,276.492730034722
"Caroline County","MD",12,2018,24011,1,1,NA,NA,NA,NA,0.03,2.03766666666667,NA,0.343,0,0,1.46570897009547e-05,5.6179764619123e-06,4.52068949622723e-05,278.234714084201
"Caroline County","MD",12,2019,24011,1,1,NA,NA,NA,NA,0.03,1.709,NA,0.266,0,0,9.91113958864136e-06,1.81711953296649e-06,3.80088875115487e-05,278.158172607422
"Caroline County","MD",12,2020,24011,1,1,NA,NA,NA,NA,0.03,1.75,NA,0.699,0,0,1.77614799920573e-05,9.06315866207782e-06,5.56109051912143e-05,277.574340820312
"Caroline County","MD",12,2021,24011,1,1,NA,NA,NA,NA,0.03,2.016,NA,0.22,0,0,1.0144086748672e-05,3.93699019064621e-07,1.69799881809417e-05,280.472398546007
"Caroline County","MD",12,2022,24011,1,1,NA,NA,NA,NA,NA,1.749,NA,0.467,0,0,1.09930476052493e-05,3.85723696025606e-06,4.32183195597544e-05,276.985883924696
"Carroll County","MD",1,2010,24013,1,0,NA,NA,NA,NA,NA,5.0105,NA,0.5795,0,0,1.46679082966082e-05,1.89501961565177e-06,3.0173570022188e-05,271.342745694247
"Carroll County","MD",1,2011,24013,1,0,NA,NA,NA,NA,NA,4.954,NA,0.055,0,0,8.84160784731979e-06,2.17713054372449e-07,2.02550178404305e-05,270.227353182706
